,Productos,Cantidad,Venta,Etiquetas
502,Producto 503,0.002167031,0.009887602,Comun
503,Producto 504,0.000399446,0.00105159,No Exitoso
504,Producto 505,0.006387194,0.013179018,Exitoso
505,Producto 506,0.006397831,0.016126728,Exitoso
506,Producto 507,0.005391384,0.013257165,Comun
507,Producto 508,0.008174164,0.005437648,Exitoso
508,Producto 509,0.009221522,0.002786261,Exitoso
509,Producto 510,0.009327701,0.014906514,Exitoso
510,Producto 511,0.006967893,0.012753894,Exitoso
511,Producto 512,0.001819166,0.010237406,Comun
512,Producto 513,0.009451835,0.015483385,Exitoso
513,Producto 514,0.006033262,0.002184993,Comun
514,Producto 515,0.000692475,0.006552299,Comun
515,Producto 516,0.004642664,0.002196712,Comun
516,Producto 517,0.004581437,0.015357352,Exitoso
517,Producto 518,0.00571308,0.016068437,Exitoso
518,Producto 519,0.007649714,0.002287287,Comun
519,Producto 520,0.006017027,0.003118108,Comun
520,Producto 521,0.004738804,0.008287931,Comun
521,Producto 522,0.000436217,0.006258214,Comun
522,Producto 523,0.002931015,0.011774888,Comun
523,Producto 524,0.007282078,0.011043099,Comun
524,Producto 525,0.006480349,0.000862783,Comun
525,Producto 526,0.006961679,0.006745003,Comun
526,Producto 527,0.008014394,0.000350801,Comun
527,Producto 528,0.000516692,0.008251886,Comun
528,Producto 529,0.006314701,0.01481506,Exitoso
529,Producto 530,0.00335467,0.004630705,Comun
530,Producto 531,6.06649e-05,0.007401123,Comun
531,Producto 532,0.005318275,0.006867391,Comun
532,Producto 533,0.000329165,0.004396963,Comun
533,Producto 534,0.000223107,0.009781276,Comun
534,Producto 535,0.00115887,0.000542299,No Exitoso
535,Producto 536,0.006076687,0.003855093,Comun
536,Producto 537,0.006341243,0.010405557,Comun
537,Producto 538,0.007907021,0.016986569,Exitoso
538,Producto 539,0.004855436,0.001821916,Comun
539,Producto 540,0.009177621,0.002823533,Exitoso
540,Producto 541,0.002928458,0.010382484,Comun
541,Producto 542,0.007799313,0.011761493,Exitoso
542,Producto 543,0.00380753,0.004016903,Comun
543,Producto 544,0.009504418,0.008550141,Exitoso
544,Producto 545,0.001602711,0.004176783,Comun
545,Producto 546,0.006412575,0.004355569,Comun
546,Producto 547,0.000433762,0.003955969,Comun
547,Producto 548,0.00294337,0.002211037,Comun
548,Producto 549,0.009635184,0.017080311,Exitoso
549,Producto 550,0.000639544,0.007856337,Comun
550,Producto 551,0.007406062,0.007222889,Comun
551,Producto 552,0.002193736,0.010907843,Comun
552,Producto 553,0.005464849,0.00070475,Comun
553,Producto 554,0.000875483,0.005630638,Comun
554,Producto 555,0.002765878,0.005618488,Comun
555,Producto 556,0.006635623,0.015616688,Exitoso
556,Producto 557,0.005610009,0.00502921,Comun
557,Producto 558,0.006435269,0.008284874,Comun
558,Producto 559,0.009551217,0.00132887,Exitoso
559,Producto 560,0.007729408,0.013424577,Exitoso
560,Producto 561,0.007662331,0.007396969,Exitoso
561,Producto 562,0.008822913,0.013681529,Exitoso
562,Producto 563,0.001189924,0.008905348,Comun
563,Producto 564,0.000445899,0.002027566,No Exitoso
564,Producto 565,0.009809641,0.006264212,Exitoso
565,Producto 566,0.005379266,0.000355356,Comun
566,Producto 567,6.43062e-05,0.005831942,Comun
567,Producto 568,0.001768683,0.007572928,Comun
568,Producto 569,0.009622708,0.004756235,Exitoso
569,Producto 570,0.002483352,0.013562061,Comun
570,Producto 571,0.001289807,0.013534082,Comun
571,Producto 572,0.009158979,0.00601911,Exitoso
572,Producto 573,0.009377176,0.017156458,Exitoso
573,Producto 574,0.000463335,0.010655922,Comun
574,Producto 575,0.001352772,0.01465692,Comun
575,Producto 576,0.005070004,0.017303293,Exitoso
576,Producto 577,0.002287773,0.0147066,Comun
577,Producto 578,0.008549117,0.005636041,Exitoso
578,Producto 579,0.005153569,0.003934012,Comun
579,Producto 580,0.006240563,0.001590255,Comun
580,Producto 581,0.006280778,0.000864748,Comun
581,Producto 582,0.00132092,0.014947531,Comun
582,Producto 583,0.009628179,0.017240585,Exitoso
583,Producto 584,0.009253108,0.002389121,Exitoso
584,Producto 585,0.007365226,0.011131598,Comun
585,Producto 586,0.007102876,0.016788581,Exitoso
586,Producto 587,0.008577754,0.009894766,Comun
587,Producto 588,0.009103896,0.000944956,Comun
588,Producto 589,0.004127125,0.007078214,Comun
589,Producto 590,0.007742955,0.000904795,Comun
590,Producto 591,0.000318978,0.001058709,No Exitoso
591,Producto 592,0.009394354,0.00541124,Exitoso
592,Producto 593,0.003625175,0.016684333,Exitoso
593,Producto 594,0.005611137,0.004028926,Comun
594,Producto 595,0.000327269,0.004405809,Comun
595,Producto 596,0.00627566,0.007271933,Comun
596,Producto 597,0.009102981,0.015815428,Exitoso
597,Producto 598,0.003841577,0.003245815,Comun
598,Producto 599,0.002882877,0.002291455,Comun
599,Producto 600,0.001735446,0.002810559,Comun
600,Producto 601,0.003310948,0.010652968,Comun
601,Producto 602,0.005765887,0.010792435,Comun
602,Producto 603,0.004660544,0.00362586,Comun
603,Producto 604,0.005841958,0.008341914,Comun
604,Producto 605,0.0005816,0.017395589,Exitoso
605,Producto 606,0.001855481,0.004755255,Comun
606,Producto 607,0.009579724,0.008508108,Exitoso
607,Producto 608,0.007489385,0.004420318,Comun
608,Producto 609,0.000386909,0.002299713,No Exitoso
609,Producto 610,0.006722442,0.016301383,Exitoso
610,Producto 611,0.003296288,0.016061707,Exitoso
611,Producto 612,0.007201523,0.007377885,Comun
612,Producto 613,0.005151096,0.005404137,Comun
613,Producto 614,0.006044184,0.003516727,Comun
614,Producto 615,0.003603468,0.002211053,Comun
615,Producto 616,0.003862945,0.006784301,Comun
616,Producto 617,0.005652018,0.00695518,Comun
617,Producto 618,0.007726569,0.001022934,Comun
618,Producto 619,0.007183343,0.00224198,Comun
619,Producto 620,0.007306585,0.014413683,Exitoso
620,Producto 621,0.002022476,0.005967678,Comun
621,Producto 622,0.007749768,0.016012168,Exitoso
622,Producto 623,0.000144296,0.012387631,Comun
623,Producto 624,0.009438079,0.001655748,Exitoso
624,Producto 625,0.00380588,0.001565307,Comun
625,Producto 626,0.000833765,0.009614384,Comun
626,Producto 627,0.001251896,0.000618796,No Exitoso
627,Producto 628,0.007499124,0.001335008,Comun
628,Producto 629,0.002550265,0.01261825,Comun
629,Producto 630,0.008058265,0.005140302,Exitoso
630,Producto 631,0.002034388,0.002512404,Comun
631,Producto 632,0.008183236,0.016914127,Exitoso
632,Producto 633,0.008109645,0.005759048,Exitoso
633,Producto 634,0.003947831,0.004903623,Comun
634,Producto 635,0.008098688,0.000398351,Comun
635,Producto 636,0.00772611,0.013403402,Exitoso
636,Producto 637,0.006096372,9.07618e-05,Comun
637,Producto 638,0.009650004,0.014307916,Exitoso
638,Producto 639,0.006187824,0.001754408,Comun
639,Producto 640,0.000635006,0.012321306,Comun
640,Producto 641,0.00086118,0.007508387,Comun
641,Producto 642,0.003341202,0.00329117,Comun
642,Producto 643,0.001369355,0.002283015,Comun
643,Producto 644,0.009616779,7.41863e-05,Comun
644,Producto 645,0.00164838,0.011567248,Comun
645,Producto 646,0.004682633,0.017145834,Exitoso
646,Producto 647,0.006757969,0.000573892,Comun
647,Producto 648,0.004353018,0.007458033,Comun
648,Producto 649,0.007235178,0.006925658,Comun
649,Producto 650,0.007731659,0.016578687,Exitoso
650,Producto 651,0.007570398,0.005372606,Comun
651,Producto 652,0.007778657,0.00778585,Exitoso
652,Producto 653,0.009370068,0.004556927,Exitoso
653,Producto 654,0.007918554,0.002798523,Comun
654,Producto 655,0.002141452,0.010188217,Comun
655,Producto 656,0.001014934,0.010303249,Comun
656,Producto 657,0.001234429,0.014676394,Comun
657,Producto 658,0.007634981,0.003553101,Comun
658,Producto 659,0.008318101,0.011867137,Exitoso
659,Producto 660,0.004462434,0.010899777,Comun
660,Producto 661,0.005433179,0.00865956,Comun
661,Producto 662,0.005922558,0.001126368,Comun
662,Producto 663,0.003254761,0.000533658,Comun
663,Producto 664,0.004015591,0.003052363,Comun
664,Producto 665,0.002493884,0.013354793,Comun
665,Producto 666,0.005947395,0.009912711,Comun
666,Producto 667,0.006403633,0.00015944,Comun
667,Producto 668,0.000512462,0.004100989,Comun
668,Producto 669,0.000586356,0.007465311,Comun
669,Producto 670,0.009436502,0.015991626,Exitoso
670,Producto 671,0.008074029,0.009252922,Comun
671,Producto 672,0.00616965,0.006090236,Comun
672,Producto 673,0.006378786,0.015973537,Exitoso
673,Producto 674,0.006878765,0.009593977,Comun
674,Producto 675,0.007451526,0.011280054,Comun
675,Producto 676,0.009398567,0.004640895,Exitoso
676,Producto 677,0.004624961,0.015834415,Exitoso
677,Producto 678,0.001859004,0.004299821,Comun
678,Producto 679,0.000713127,0.015902389,Comun
679,Producto 680,0.009329276,0.004334988,Exitoso
680,Producto 681,0.004819053,0.00693803,Comun
681,Producto 682,0.007393297,0.012803041,Exitoso
682,Producto 683,0.004323411,0.006653232,Comun
683,Producto 684,0.006666118,0.003218666,Comun
684,Producto 685,0.007497304,0.015985706,Exitoso
685,Producto 686,0.007906369,0.005383496,Exitoso
686,Producto 687,0.001537134,0.013846129,Comun
687,Producto 688,0.004151475,0.012613183,Comun
688,Producto 689,0.00611016,0.007444901,Comun
689,Producto 690,0.006930087,0.005110276,Comun
690,Producto 691,0.001042246,0.006249768,Comun
691,Producto 692,0.009490798,0.003533692,Exitoso
692,Producto 693,0.003004326,0.004260465,Comun
693,Producto 694,0.003112276,0.003933861,Comun
694,Producto 695,0.004691677,0.006256236,Comun
695,Producto 696,0.001888476,0.015931501,Comun
696,Producto 697,0.006516765,0.015573198,Exitoso
697,Producto 698,0.003867696,0.010185734,Comun
698,Producto 699,0.003601616,0.011793535,Comun
699,Producto 700,0.005954037,0.008455362,Comun
700,Producto 701,0.004178109,0.001088972,Comun
701,Producto 702,0.005778183,0.013286509,Comun
702,Producto 703,0.004448402,0.007720388,Comun
703,Producto 704,0.008187243,0.015943162,Exitoso
704,Producto 705,0.009149656,0.008245039,Exitoso
705,Producto 706,0.009272176,0.013677229,Exitoso
706,Producto 707,0.007378661,0.004370227,Comun
707,Producto 708,0.006478554,0.012090118,Comun
708,Producto 709,0.007586257,0.001096931,Comun
709,Producto 710,0.006827637,0.011998209,Comun
710,Producto 711,0.007538352,0.008832856,Comun
711,Producto 712,0.001243568,0.01609055,Comun
712,Producto 713,0.006050161,0.000134162,Comun
713,Producto 714,0.007577593,0.014866565,Exitoso
714,Producto 715,0.008020983,0.004630954,Exitoso
715,Producto 716,0.000451702,0.005401765,Comun
716,Producto 717,0.007825002,0.013680689,Exitoso
717,Producto 718,0.00063305,0.006829605,Comun
718,Producto 719,0.007519487,0.001954582,Comun
719,Producto 720,0.006745887,0.013549889,Exitoso
720,Producto 721,0.004500123,0.016944995,Exitoso
721,Producto 722,0.001114238,0.006731122,Comun
722,Producto 723,0.003009209,0.007377165,Comun
723,Producto 724,0.001048409,0.012939849,Comun
724,Producto 725,0.009451095,0.00096751,Comun
725,Producto 726,0.007465501,0.013149537,Exitoso
726,Producto 727,0.004943885,0.016553114,Exitoso
727,Producto 728,0.009373605,0.004068393,Exitoso
728,Producto 729,0.005612934,0.015069803,Exitoso
729,Producto 730,0.001302389,0.005300113,Comun
730,Producto 731,0.005658019,0.005436581,Comun
731,Producto 732,0.008666689,0.008893827,Exitoso
732,Producto 733,0.005497957,0.014271298,Exitoso
733,Producto 734,0.00471341,0.008065507,Comun
734,Producto 735,0.005759373,0.012553306,Comun
735,Producto 736,0.001839497,0.010991473,Comun
736,Producto 737,0.008915321,0.013592657,Exitoso
737,Producto 738,0.007219394,0.011606395,Comun
738,Producto 739,0.00528369,0.011465872,Comun
739,Producto 740,0.001246456,0.003565821,Comun
740,Producto 741,0.007277207,0.008173961,Comun
741,Producto 742,0.002233431,0.001772452,Comun
742,Producto 743,0.004251677,0.011650028,Comun
743,Producto 744,0.009739024,0.003059511,Exitoso
744,Producto 745,3.40463e-05,0.008182751,Comun
745,Producto 746,0.007381508,0.013033005,Exitoso
746,Producto 747,0.004360485,0.01059948,Comun
747,Producto 748,0.004232098,0.010137541,Comun
748,Producto 749,0.009051663,0.016230283,Exitoso
749,Producto 750,0.001596837,0.008123535,Comun
750,Producto 751,0.009131844,0.006803117,Exitoso
751,Producto 752,0.00506726,0.013812925,Comun
752,Producto 753,0.00468661,0.014811404,Exitoso
753,Producto 754,0.00127417,0.016514367,Comun
754,Producto 755,0.008766477,0.00472661,Exitoso
755,Producto 756,0.006487203,0.001179583,Comun
756,Producto 757,0.002860551,0.012506323,Comun
757,Producto 758,0.002848095,0.012198322,Comun
758,Producto 759,0.004112872,0.00817974,Comun
759,Producto 760,0.004385935,0.002022054,Comun
760,Producto 761,0.000802692,0.011468195,Comun
761,Producto 762,0.009276484,0.003175697,Exitoso
762,Producto 763,0.000472641,0.007331279,Comun
763,Producto 764,0.004947384,0.014433247,Exitoso
764,Producto 765,0.003582482,0.003105907,Comun
765,Producto 766,0.001769375,0.01131863,Comun
766,Producto 767,0.003670161,0.015826439,Exitoso
767,Producto 768,0.000362704,0.002015441,No Exitoso
768,Producto 769,0.008145433,0.001546501,Comun
769,Producto 770,0.008131466,0.01684619,Exitoso
770,Producto 771,0.007434371,0.000810903,Comun
771,Producto 772,0.009618247,0.006293472,Exitoso
772,Producto 773,0.008628704,0.010873047,Exitoso
773,Producto 774,0.007201973,0.000908041,Comun
774,Producto 775,0.007707766,0.010239927,Comun
775,Producto 776,0.009464747,0.005039652,Exitoso
776,Producto 777,0.005206413,0.007231774,Comun
777,Producto 778,0.001921847,0.013036248,Comun
778,Producto 779,0.008993242,0.005647418,Exitoso
779,Producto 780,0.006709232,0.003569139,Comun
780,Producto 781,0.007056701,0.001783709,Comun
781,Producto 782,0.000648076,0.000281158,No Exitoso
782,Producto 783,0.001648777,0.012410343,Comun
783,Producto 784,0.006770109,0.004154854,Comun
784,Producto 785,0.000229096,0.00115602,No Exitoso
785,Producto 786,0.008815154,0.003404854,Exitoso
786,Producto 787,0.008668817,0.006419754,Exitoso
787,Producto 788,0.007189661,0.015308806,Exitoso
788,Producto 789,0.003502566,0.012510187,Comun
789,Producto 790,0.009999275,0.011851216,Exitoso
790,Producto 791,0.004654944,0.005645761,Comun
791,Producto 792,0.009547073,0.006821867,Exitoso
792,Producto 793,0.005930117,0.000572796,Comun
793,Producto 794,0.009703951,0.00897396,Exitoso
794,Producto 795,0.003306811,0.009469594,Comun
795,Producto 796,0.007556075,0.005451177,Comun
796,Producto 797,0.008618604,0.006320973,Exitoso
797,Producto 798,0.004367093,0.005398546,Comun
798,Producto 799,0.005616205,0.015648923,Exitoso
799,Producto 800,0.001774258,0.006802013,Comun
800,Producto 801,0.009010943,0.01598386,Exitoso
801,Producto 802,0.00849737,0.000316693,Comun
802,Producto 803,0.002289447,0.002910071,Comun
803,Producto 804,0.001709131,0.012258465,Comun
804,Producto 805,0.001176339,0.006550668,Comun
805,Producto 806,0.007002305,0.00257955,Comun
806,Producto 807,0.003754347,0.011937397,Comun
807,Producto 808,0.00336231,0.014074194,Comun
808,Producto 809,0.002764685,0.009434323,Comun
809,Producto 810,0.001451317,0.015934259,Comun
810,Producto 811,0.008250791,0.003423943,Comun
811,Producto 812,0.005118725,0.002974026,Comun
812,Producto 813,0.000727163,0.005921827,Comun
813,Producto 814,0.006436998,0.001384147,Comun
814,Producto 815,0.001322856,0.002345443,Comun
815,Producto 816,0.001943026,0.002098834,Comun
816,Producto 817,0.003752097,0.010967618,Comun
817,Producto 818,0.001321054,0.005486299,Comun
818,Producto 819,0.002871107,0.008580874,Comun
819,Producto 820,0.001674009,0.005861416,Comun
820,Producto 821,0.009886958,0.008981046,Exitoso
821,Producto 822,0.001849447,0.015901325,Comun
822,Producto 823,0.00103437,0.017044038,Exitoso
823,Producto 824,0.006211786,0.003484842,Comun
824,Producto 825,0.005114535,0.015211495,Exitoso
825,Producto 826,0.006524382,0.008752877,Comun
826,Producto 827,0.000770148,0.003350147,Comun
827,Producto 828,0.000798906,0.001612728,No Exitoso
828,Producto 829,0.001323784,0.008599768,Comun
829,Producto 830,0.00851716,0.005817747,Exitoso
830,Producto 831,0.001454946,0.00205498,Comun
831,Producto 832,0.009458839,0.009379809,Exitoso
832,Producto 833,0.009047273,0.0115972,Exitoso
833,Producto 834,0.009129855,0.008074732,Exitoso
834,Producto 835,0.002056031,0.002430067,Comun
835,Producto 836,0.007587128,0.010552065,Comun
836,Producto 837,0.004957977,0.001238492,Comun
837,Producto 838,0.005682554,0.005564794,Comun
838,Producto 839,0.003569858,0.015430987,Exitoso
839,Producto 840,0.009589939,0.006589793,Exitoso
840,Producto 841,0.008213864,0.005859411,Exitoso
841,Producto 842,0.005847034,0.006424819,Comun
842,Producto 843,0.00247678,0.000525989,Comun
843,Producto 844,0.009185741,0.010043806,Exitoso
844,Producto 845,0.007257335,0.000795077,Comun
845,Producto 846,0.000469881,0.00553639,Comun
846,Producto 847,0.009573502,0.015801782,Exitoso
847,Producto 848,0.005393382,0.006504506,Comun
848,Producto 849,0.008614352,0.017010061,Exitoso
849,Producto 850,0.007046001,0.004290919,Comun
850,Producto 851,0.00221149,0.001727646,Comun
851,Producto 852,0.005532725,0.001378719,Comun
852,Producto 853,0.004039113,0.011751912,Comun
853,Producto 854,0.002013137,0.013282151,Comun
854,Producto 855,0.005387882,0.00132362,Comun
855,Producto 856,0.004135761,0.011469103,Comun
856,Producto 857,0.00859664,0.006551056,Exitoso
857,Producto 858,0.003518664,0.009486857,Comun
858,Producto 859,0.008482018,0.017065134,Exitoso
859,Producto 860,0.009920068,0.015533457,Exitoso
860,Producto 861,0.007295547,0.011936336,Exitoso
861,Producto 862,0.007589775,0.01197773,Exitoso
862,Producto 863,0.002446724,0.002496273,Comun
863,Producto 864,3.55558e-05,0.002111561,No Exitoso
864,Producto 865,0.005353369,0.006845196,Comun
865,Producto 866,0.000717684,0.009485356,Comun
866,Producto 867,0.008942909,0.017237748,Exitoso
867,Producto 868,0.008090549,0.012742209,Exitoso
868,Producto 869,0.008919592,0.008609387,Exitoso
869,Producto 870,0.006169857,0.000911957,Comun
870,Producto 871,0.004790168,0.016913555,Exitoso
871,Producto 872,0.005286475,0.006219217,Comun
872,Producto 873,0.007435186,0.016413185,Exitoso
873,Producto 874,0.00618467,0.014566202,Exitoso
874,Producto 875,0.009266691,0.010070515,Exitoso
875,Producto 876,0.00335929,0.015342302,Exitoso
876,Producto 877,0.006665294,0.005240115,Comun
877,Producto 878,0.000962612,0.0005044,No Exitoso
878,Producto 879,0.003628173,0.001497478,Comun
879,Producto 880,0.00810468,0.002279903,Comun
880,Producto 881,0.004540522,0.006556833,Comun
881,Producto 882,0.008658692,0.016237829,Exitoso
882,Producto 883,0.001847453,0.007456137,Comun
883,Producto 884,0.008800301,0.010100985,Exitoso
884,Producto 885,0.007255789,0.002961622,Comun
885,Producto 886,0.000754807,0.008283595,Comun
886,Producto 887,0.000248788,0.002117239,No Exitoso
887,Producto 888,0.007268889,0.014165485,Exitoso
888,Producto 889,0.007380406,0.007540166,Comun
889,Producto 890,0.005958618,0.00279266,Comun
890,Producto 891,0.004891417,0.01040308,Comun
891,Producto 892,0.005777466,0.01567813,Exitoso
892,Producto 893,0.009074451,0.002844531,Exitoso
893,Producto 894,0.00660138,0.014614293,Exitoso
894,Producto 895,0.004840246,0.000531574,Comun
895,Producto 896,0.009445441,0.006150449,Exitoso
896,Producto 897,0.002036006,0.014178465,Comun
897,Producto 898,0.005873111,0.015114934,Exitoso
898,Producto 899,0.004718587,0.009279432,Comun
899,Producto 900,0.003930959,0.005127769,Comun
900,Producto 901,0.00034441,0.004693414,Comun
901,Producto 902,0.008681333,0.015111918,Exitoso
902,Producto 903,0.006877816,0.002754476,Comun
903,Producto 904,0.003058658,0.011435502,Comun
904,Producto 905,0.00374382,0.014371417,Comun
905,Producto 906,0.002603009,0.012500582,Comun
906,Producto 907,0.005861226,0.000826957,Comun
907,Producto 908,0.008491606,0.015742482,Exitoso
908,Producto 909,0.005228826,0.017234067,Exitoso
909,Producto 910,0.002210736,0.004545385,Comun
910,Producto 911,0.006612844,0.009787511,Comun
911,Producto 912,0.000161339,0.004604558,Comun
912,Producto 913,0.009259151,0.010230656,Exitoso
913,Producto 914,0.001080828,0.010075474,Comun
914,Producto 915,0.004502125,0.002646624,Comun
915,Producto 916,0.008446454,0.002596099,Comun
916,Producto 917,0.006540421,0.011161456,Comun
917,Producto 918,0.00208405,0.007590771,Comun
918,Producto 919,0.002443491,0.001873736,Comun
919,Producto 920,0.000687071,0.007423916,Comun
920,Producto 921,0.003318688,0.012716246,Comun
921,Producto 922,0.005259634,0.005951389,Comun
922,Producto 923,0.005618516,0.015087741,Exitoso
923,Producto 924,0.004725737,0.001472822,Comun
924,Producto 925,0.002544942,0.01102707,Comun
925,Producto 926,0.00478963,0.001317998,Comun
926,Producto 927,0.00826423,0.002965832,Comun
927,Producto 928,0.006213414,0.005721738,Comun
928,Producto 929,0.001284295,0.012945248,Comun
929,Producto 930,0.00747377,0.007752654,Comun
930,Producto 931,0.004631052,0.01265541,Comun
931,Producto 932,0.005488272,0.00810699,Comun
932,Producto 933,0.009464911,0.011984138,Exitoso
933,Producto 934,0.006248659,0.006335014,Comun
934,Producto 935,0.005172908,0.016314662,Exitoso
935,Producto 936,0.002570476,0.007674059,Comun
936,Producto 937,0.005915545,0.014864804,Exitoso
937,Producto 938,0.001034438,0.008399356,Comun
938,Producto 939,0.003540663,0.01699016,Exitoso
939,Producto 940,0.008981536,0.007185368,Exitoso
940,Producto 941,0.001213125,0.001558256,No Exitoso
941,Producto 942,0.008666421,0.014749615,Exitoso
942,Producto 943,0.007874774,0.007900859,Exitoso
943,Producto 944,0.000877964,0.01111055,Comun
944,Producto 945,0.008769941,0.000869511,Comun
945,Producto 946,0.007941743,0.01405756,Exitoso
946,Producto 947,0.008967022,0.000243321,Comun
947,Producto 948,0.002213997,0.015496832,Comun
948,Producto 949,0.004947551,0.002675638,Comun
949,Producto 950,0.004722154,0.004621436,Comun
950,Producto 951,0.00808428,0.017364104,Exitoso
951,Producto 952,0.004321727,8.73248e-05,Comun
952,Producto 953,0.005371694,0.010430551,Comun
953,Producto 954,0.005826605,0.005250611,Comun
954,Producto 955,0.002203395,0.003592808,Comun
955,Producto 956,0.006567496,0.004538047,Comun
956,Producto 957,0.007848287,0.016868068,Exitoso
957,Producto 958,0.004661862,0.007743438,Comun
958,Producto 959,0.005062774,0.003893205,Comun
959,Producto 960,0.00673997,0.006340981,Comun
960,Producto 961,0.003671696,0.013929708,Comun
961,Producto 962,0.008416926,0.002098456,Comun
962,Producto 963,0.000625819,0.002828162,Comun
963,Producto 964,0.000437907,0.016747164,Comun
964,Producto 965,0.006474366,0.015134636,Exitoso
965,Producto 966,0.008651199,0.001517911,Comun
966,Producto 967,0.006388178,0.01376856,Exitoso
967,Producto 968,0.005848889,0.015301112,Exitoso
968,Producto 969,0.004051829,0.013061932,Comun
969,Producto 970,0.003367746,0.004422781,Comun
970,Producto 971,0.000499948,0.017451292,Exitoso
971,Producto 972,0.00133277,0.010627764,Comun
972,Producto 973,0.003981803,0.013375631,Comun
973,Producto 974,0.008420903,0.014230431,Exitoso
974,Producto 975,0.004991131,0.000601415,Comun
975,Producto 976,0.003842454,0.001853824,Comun
976,Producto 977,0.006422202,0.014819947,Exitoso
977,Producto 978,0.00963923,0.005831588,Exitoso
978,Producto 979,0.004504829,0.012417581,Comun
979,Producto 980,0.005167634,0.015516165,Exitoso
980,Producto 981,0.000565407,0.015748348,Comun
981,Producto 982,0.007332929,0.008545381,Comun
982,Producto 983,0.002905844,0.010398525,Comun
983,Producto 984,0.007506813,0.001221405,Comun
984,Producto 985,0.000515171,0.012966574,Comun
985,Producto 986,0.001630116,0.001996644,Comun
986,Producto 987,0.005115206,0.00728045,Comun
987,Producto 988,0.001539627,0.003308093,Comun
988,Producto 989,0.003858828,0.009798737,Comun
989,Producto 990,0.001508754,0.009111053,Comun
990,Producto 991,0.007647281,0.009503739,Comun
991,Producto 992,0.006324515,0.011826134,Comun
992,Producto 993,0.004818663,0.013566233,Comun
993,Producto 994,0.006028286,0.003343862,Comun
994,Producto 995,0.007607021,0.015864584,Exitoso
995,Producto 996,0.003780538,0.000531765,Comun
996,Producto 997,0.008419102,0.007312598,Exitoso
997,Producto 998,0.007016974,0.015034208,Exitoso
998,Producto 999,0.005725444,0.001240097,Comun
999,Producto 1000,0.001283366,0.005040407,Comun
